RideID,PassengerUserID,DriverUserID,DriverID,VehicleID,VehicleType,PickupDistrict,PickupStreet,DropoffDistrict,DropoffStreet,RequestedTime,StartTime,EndTime,DurationMin,DistanceKM,RawFare_BDT,DiscountPercent,DiscountAmount_BDT,FinalFare_BDT,CancellationFee_BDT,Commission_BDT,DriverEarning_BDT,PaymentMethod,PaymentStatus,RideStatus
11941,373,631,47,47,Car Lite,Dhaka,Anderson Lane 439,Dhaka,Jordan Road 348,2024-10-09T21:26:46.423965,2024-10-09T21:36:21,2024-10-09T21:43:21,7,3.01,124.2,0.16,19.9,104.3,0,26.07,78.23,Cash,Paid,Completed
11942,1280,72,15,15,Bike,Dhaka,Taylor Lane 395,Dhaka,Barrett Highway 756,2024-08-25T21:15:31.740158,2024-08-25T21:22:19,2024-08-25T21:30:19,8,2.67,59.7,0.282,16.82,42.88,0,10.72,32.16,Cash,Paid,Completed
11943,1056,184,45,45,Bike,Dhaka,Williams Street 587,Dhaka,Yang Highway 722,2024-07-21T05:27:16.951457,2024-07-21T05:35:34,,7,2.4,56,0,0,0,0,0,0,N/A,NoCharge,CancelledByAccident
11944,851,259,10,10,Bike,Dhaka,Byrd Lane 779,Dhaka,Massey Access Rd 891,2024-10-02T16:57:24.381365,2024-10-02T17:03:10,2024-10-02T17:20:10,17,5.03,92.3,0.163,15.04,77.26,0,19.32,57.94,Cash,Paid,Completed
11945,1014,363,28,28,Car Lite,Dhaka,Thomas Street 197,Dhaka,Williams Bazar 809,2024-12-22T00:36:09.912508,2024-12-22T00:42:03,2024-12-22T01:00:03,18,7.58,237.6,0,0,237.6,0,59.4,178.2,Card,Paid,Completed
11946,518,667,18,18,Bike,Dhaka,Reid Avenue 855,Dhaka,Smith Street 467,2024-10-25T07:40:22.929376,2024-10-25T07:44:52,2024-10-25T07:53:52,9,2.41,58.1,0,0,58.1,0,14.53,43.57,Pathao Pay,Paid,Completed
11947,1375,1105,27,27,Bike,Dhaka,Cardenas Station Rd 214,Dhaka,Daniel Highway 37,2024-04-09T06:52:57.372516,2024-04-09T07:00:30,2024-04-09T07:09:30,9,3.23,66.3,0.246,16.33,49.97,0,12.49,37.48,Pathao Pay,Paid,Completed
11948,98,72,15,15,Bike,Chattogram,Robinson Bazar 587,Chattogram,Smith Road 833,2024-04-06T02:40:50.846893,2024-04-06T02:46:00,2024-04-06T02:48:00,2,0.71,34.1,0.141,4.82,29.28,0,7.32,21.96,Cash,Paid,Completed
11949,1047,891,35,35,Bike,Dhaka,Moore Street 784,Dhaka,Mora Street 124,2024-06-28T20:57:53.574691,2024-06-28T21:04:07,,7,2.21,54.1,0.192,10.41,5.41,5.41,1.35,4.06,CancellationCharge,CancellationCharge,CancelledByDriver
11950,1025,72,15,15,Bike,Dhaka,Fuller Highway 93,Dhaka,Horn Highway 883,2024-04-23T08:19:55.002604,2024-04-23T08:27:28,2024-04-23T08:28:28,1,0.38,29.8,0,0,29.8,0,7.45,22.35,Cash,Paid,Completed
11951,336,259,10,10,Bike,Dhaka,Thompson Bazar 382,Dhaka,Davis Lane 325,2024-12-14T01:18:43.547335,2024-12-14T01:25:07,,8,2.65,59.5,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
11952,83,957,20,20,Bike,Gazipur,Gonzalez Highway 144,Gazipur,Duffy Access Rd 877,2024-01-09T06:18:27.271365,2024-01-09T06:25:00,2024-01-09T06:34:00,9,3.09,64.9,0.294,19.09,45.81,0,11.45,34.36,Cash,Paid,Completed
11953,87,1073,36,36,Bike,Chattogram,Orozco Highway 753,Chattogram,Gray Avenue 245,2024-02-29T17:45:32.720701,2024-02-29T17:53:28,2024-02-29T17:57:28,4,1.35,42.5,0,0,42.5,0,10.62,31.88,Cash,Paid,Completed
11954,859,750,48,48,Bike,Dhaka,Long Highway 438,Dhaka,Kennedy Station Rd 157,2024-07-13T01:16:04.608414,2024-07-13T01:20:31,2024-07-13T01:30:31,10,3.42,69.2,0,0,69.2,0,17.3,51.9,Pathao Pay,Paid,Completed
11955,1189,507,6,6,Bike,Chattogram,Gaines Bazar 292,Chattogram,Johnson Station Rd 311,2024-12-04T15:39:25.065229,2024-12-04T15:43:56,2024-12-04T16:00:56,17,7.02,112.2,0,0,112.2,0,28.05,84.15,Cash,Paid,Completed
11956,311,558,22,22,Bike,Chattogram,Garcia Bazar 241,Chattogram,Ramsey Station Rd 397,2024-09-20T10:56:34.333503,2024-09-20T11:03:37,2024-09-20T11:33:37,30,9.94,154.4,0.19,29.35,125.05,0,31.26,93.79,Cash,Paid,Completed
11957,876,845,49,49,Bike,Sylhet,Bauer Street 567,Sylhet,Bender Street 829,2024-07-10T14:42:48.792072,2024-07-10T14:51:30,2024-07-10T15:02:30,11,4,76,0,0,76,0,19,57,Card,Paid,Completed
11958,943,631,47,47,Car Lite,Dhaka,Giles Highway 473,Dhaka,Gomez Bazar 344,2024-07-01T07:34:36.882590,2024-07-01T07:40:47,2024-07-01T08:14:47,34,16.98,457.6,0.199,91.21,366.39,0,91.6,274.79,Pathao Pay,Paid,Completed
11959,1239,72,15,15,Bike,Dhaka,Wilkerson Highway 392,Dhaka,Caldwell Access Rd 881,2024-07-16T15:00:33.679229,2024-07-16T15:08:32,2024-07-16T15:12:32,4,1.26,41.6,0,0,41.6,0,10.4,31.2,Cash,Paid,Completed
11960,65,891,35,35,Bike,Chattogram,Freeman Avenue 108,Chattogram,Cannon Bazar 47,2024-12-25T16:05:45.146895,2024-12-25T16:15:08,2024-12-25T16:20:08,5,1.66,46.6,0,0,46.6,0,11.65,34.95,Cash,Paid,Completed
11961,207,470,5,5,Car Lite,Sylhet,Roberts Station Rd 140,Sylhet,Garcia Avenue 490,2024-07-12T10:22:57.118353,2024-07-12T10:27:37,2024-07-12T11:08:37,41,18.27,497.4,0,0,497.4,0,124.35,373.05,Cash,Paid,Completed
11962,530,712,41,41,Bike,Dhaka,Reese Access Rd 709,Dhaka,Griffith Lane 613,2024-11-10T15:43:01.519604,2024-11-10T15:49:29,2024-11-10T16:02:29,13,4.6,84,0,0,84,0,21,63,Cash,Paid,Completed
11963,1444,269,11,11,Car Plus,Dhaka,Hicks Station Rd 53,Dhaka,Walsh Highway 811,2024-04-26T04:03:59.087120,2024-04-26T04:11:15,2024-04-26T04:16:15,5,3.29,188.7,0,0,188.7,0,47.17,141.53,Cash,Paid,Completed
11964,433,1284,9,9,Bike,Gazipur,Schmidt Station Rd 647,Gazipur,Mooney Street 107,2024-07-15T22:12:32.013191,2024-07-15T22:17:18,2024-07-15T22:27:18,10,3.32,68.2,0,0,68.2,0,17.05,51.15,Cash,Paid,Completed
11965,1049,507,6,6,Bike,Dhaka,Alvarez Station Rd 292,Dhaka,Young Highway 744,2024-11-15T08:27:18.822151,2024-11-15T08:32:17,2024-11-15T08:40:17,8,2.81,61.1,0,0,61.1,0,15.28,45.82,Cash,Paid,Completed
11966,285,1359,16,16,Bike,Gazipur,Murphy Highway 304,Gazipur,Simmons Station Rd 881,2024-03-21T08:14:04.307417,2024-03-21T08:19:00,2024-03-21T08:29:00,10,3.38,68.8,0.261,17.96,50.84,0,12.71,38.13,Card,Paid,Completed
11967,1062,1108,21,21,Bike,Gazipur,Cole Avenue 506,Gazipur,Mcfarland Bazar 96,2024-12-23T13:35:29.435510,2024-12-23T13:42:00,2024-12-23T13:48:00,6,1.98,50.8,0,0,50.8,0,12.7,38.1,Cash,Paid,Completed
11968,34,908,8,8,Bike,Sylhet,Newman Access Rd 259,Sylhet,Young Avenue 898,2024-09-22T04:40:01.040307,2024-09-22T04:47:26,2024-09-22T04:55:26,8,2.44,57.4,0,0,57.4,0,14.35,43.05,Pathao Pay,Paid,Completed
11969,1019,667,18,18,Bike,Dhaka,Calhoun Lane 619,Dhaka,Murphy Avenue 743,2024-12-08T16:01:29.773307,2024-12-08T16:05:20,2024-12-08T16:23:20,18,5.37,96.7,0,0,96.7,0,24.18,72.52,Pathao Pay,Paid,Completed
11970,366,269,11,11,Car Plus,Dhaka,Choi Bazar 329,Dhaka,Fuller Highway 93,2024-09-13T05:37:16.226404,2024-09-13T05:45:05,2024-09-13T05:50:05,5,2.89,176.7,0,0,176.7,0,44.17,132.53,Cash,Paid,Completed
11971,125,1094,39,39,Bike,Chattogram,Brown Bazar 662,Chattogram,Nielsen Bazar 584,2024-10-06T05:25:06.198316,2024-10-06T05:30:26,2024-10-06T05:33:26,3,1.05,38.5,0,0,38.5,0,9.62,28.88,Card,Paid,Completed
11972,730,363,28,28,Car Lite,Chattogram,Holmes Lane 109,Chattogram,Carpenter Station Rd 299,2024-02-24T12:57:55.919586,2024-02-24T13:05:53,2024-02-24T13:36:53,31,15.18,415.6,0,0,415.6,0,103.9,311.7,Cash,Paid,Completed
11973,84,184,45,45,Bike,Dhaka,Thomas Station Rd 881,Dhaka,Callahan Street 588,2024-06-13T02:21:41.856420,2024-06-13T02:30:06,2024-06-13T02:31:06,1,0.3,29,0.127,3.69,25.31,0,6.33,18.98,Cash,Paid,Completed
11974,627,1429,26,26,Car Lite,Dhaka,Gentry Highway 184,Dhaka,Smith Bazar 519,2024-05-23T05:33:53.772430,2024-05-23T05:38:13,2024-05-23T06:12:13,34,13.73,392.6,0,0,392.6,0,98.15,294.45,Pathao Pay,Paid,Completed
11975,1234,259,10,10,Bike,Chattogram,Jackson Road 586,Chattogram,Stephens Highway 87,2024-11-10T16:24:57.194103,2024-11-10T16:31:46,2024-11-10T16:32:46,1,0.37,29.7,0,0,29.7,0,7.42,22.28,Cash,Paid,Completed
11976,486,891,35,35,Bike,Dhaka,Lane Road 673,Dhaka,Maddox Lane 853,2024-12-21T14:51:11.002458,2024-12-21T14:57:55,,16,5.56,96.6,0.109,10.49,0,0,0,0,N/A,NoCharge,CancelledByDriver
11977,1392,269,11,11,Car Plus,Dhaka,Johnson Bazar 63,Dhaka,Griffith Lane 613,2024-02-14T13:42:30.247215,2024-02-14T13:48:30,2024-02-14T14:17:30,29,20.83,786.9,0.182,143.52,643.38,0,160.84,482.54,Cash,Paid,Completed
11978,656,363,28,28,Car Lite,Dhaka,Hicks Highway 676,Dhaka,Davis Road 481,2024-09-02T07:13:56.553729,2024-09-02T07:19:15,2024-09-02T07:20:15,1,0.44,60.8,0.241,14.64,46.16,0,11.54,34.62,Pathao Pay,Paid,Completed
11979,1451,507,6,6,Bike,Chattogram,Dixon Highway 781,Chattogram,Weiss Lane 303,2024-10-05T11:30:31.744909,2024-10-05T11:36:01,2024-10-05T11:41:01,5,1.51,45.1,0,0,45.1,0,11.28,33.82,Pathao Pay,Paid,Completed
11980,138,466,44,44,Car Plus,Dhaka,Mendez Lane 54,Dhaka,Stewart Highway 709,2024-04-02T14:47:42.017512,2024-04-02T14:56:19,2024-04-02T14:57:19,1,0.55,94.5,0,0,94.5,0,23.62,70.88,Cash,Paid,Completed
11981,754,1094,39,39,Bike,Chattogram,Harris Road 227,Chattogram,Cooke Street 718,2024-10-15T00:14:50.716110,2024-10-15T00:23:20,2024-10-15T00:32:20,9,3.01,64.1,0,0,64.1,0,16.02,48.08,Cash,Paid,Completed
11982,1078,1073,36,36,Bike,Dhaka,Vega Station Rd 127,Dhaka,Gordon Street 427,2024-04-11T18:52:40.326086,2024-04-11T19:01:58,2024-04-11T19:04:58,3,0.9,37,0,0,37,0,9.25,27.75,Cash,Paid,Completed
11983,187,1211,29,29,Bike,Chattogram,Lewis Bazar 744,Chattogram,Henderson Access Rd 387,2024-02-03T22:37:31.984390,2024-02-03T22:43:19,2024-02-03T22:48:19,5,1.86,48.6,0.125,6.09,42.51,0,10.63,31.88,Cash,Paid,Completed
11984,665,1429,26,26,Car Lite,Dhaka,Clark Station Rd 808,Dhaka,Wong Highway 100,2024-04-26T19:55:58.219378,2024-04-26T20:04:46,2024-04-26T20:09:46,5,2.18,103.6,0,0,103.6,0,25.9,77.7,Cash,Paid,Completed
11985,787,908,8,8,Bike,Dhaka,Bailey Street 246,Dhaka,Campbell Lane 828,2024-04-05T15:39:23.163986,2024-04-05T15:47:34,2024-04-05T15:48:34,1,0.3,29,0,0,29,0,7.25,21.75,Pathao Pay,Paid,Completed
11986,444,173,1,1,Bike,Chattogram,Edwards Road 573,Chattogram,Carrillo Avenue 684,2024-05-28T00:10:12.442217,2024-05-28T00:18:34,2024-05-28T00:19:34,1,0.33,29.3,0,0,29.3,0,7.33,21.97,Cash,Paid,Completed
11987,37,891,35,35,Bike,Chattogram,Clark Street 61,Chattogram,Barron Station Rd 437,2024-01-17T17:01:20.707909,2024-01-17T17:08:20,2024-01-17T17:10:20,2,0.68,33.8,0,0,33.8,0,8.45,25.35,Cash,Paid,Completed
11988,1209,750,48,48,Bike,Chattogram,Jackson Avenue 23,Chattogram,Jones Street 20,2024-02-16T17:25:27.166533,2024-02-16T17:31:12,,5,1.49,44.9,0.104,4.68,0,0,0,0,N/A,NoCharge,CancelledByDriver
11989,820,936,31,31,Car Lite,Dhaka,Booth Highway 753,Dhaka,Pierce Bazar 379,2024-03-29T14:12:45.551688,2024-03-29T14:22:05,2024-03-29T14:53:05,31,14.1,394,0,0,394,0,98.5,295.5,Pathao Pay,Paid,Completed
11990,1329,1284,9,9,Bike,Dhaka,Berry Access Rd 500,Dhaka,Frey Highway 333,2024-05-17T12:26:35.847284,2024-05-17T12:35:10,2024-05-17T12:57:10,22,6.92,116.2,0,0,116.2,0,29.05,87.15,Cash,Paid,Completed
11991,204,1429,26,26,Car Lite,Gazipur,Wagner Lane 295,Gazipur,Fields Road 244,2024-05-25T10:28:12.450244,2024-05-25T10:36:47,2024-05-25T10:37:47,1,0.46,61.2,0.177,10.86,50.34,0,12.59,37.75,Cash,Paid,Completed
11992,35,1,54,54,Car Lite,Dhaka,Baker Highway 469,Dhaka,Romero Lane 792,2024-09-10T05:48:03.776339,2024-09-10T05:57:06,2024-09-10T06:01:06,4,1.89,95.8,0.283,27.12,68.68,0,17.17,51.51,Cash,Paid,Completed
11993,153,259,10,10,Bike,Chattogram,Stone Street 573,Chattogram,Hanson Highway 733,2024-04-14T06:41:27.956311,2024-04-14T06:49:11,2024-04-14T07:02:11,13,4.22,80.2,0,0,80.2,0,20.05,60.15,Pathao Pay,Paid,Completed
11994,249,1,54,54,Car Lite,Chattogram,James Lane 586,Chattogram,Flowers Avenue 843,2024-10-12T15:16:17.612586,2024-10-12T15:24:27,2024-10-12T15:25:27,1,0.47,61.4,0.201,12.37,49.03,0,12.26,36.77,Cash,Paid,Completed
11995,1014,1,54,54,Car Lite,Dhaka,Williamson Street 736,Dhaka,Cox Highway 776,2024-09-25T13:03:01.498505,2024-09-25T13:08:18,2024-09-25T13:21:18,13,5.89,193.8,0,0,193.8,0,48.45,145.35,Cash,Paid,Completed
11996,237,269,11,11,Car Plus,Gazipur,Warner Road 143,Gazipur,White Highway 112,2024-09-20T22:47:44.599327,2024-09-20T22:57:31,2024-09-20T23:09:31,12,7.46,334.8,0,0,334.8,0,83.7,251.1,Cash,Paid,Completed
11997,1461,507,6,6,Bike,Dhaka,Travis Road 6,Dhaka,Price Highway 275,2024-03-12T14:31:27.813698,2024-03-12T14:38:51,2024-03-12T14:47:51,9,3.05,64.5,0,0,64.5,0,16.12,48.38,Pathao Pay,Paid,Completed
11998,817,72,15,15,Bike,Dhaka,Griffin Lane 836,Dhaka,Wells Road 853,2024-10-22T16:31:20.678762,2024-10-22T16:39:03,2024-10-22T17:09:03,30,9.57,150.7,0,0,150.7,0,37.67,113.03,Pathao Pay,Paid,Completed
11999,752,363,28,28,Car Lite,Dhaka,Bell Highway 851,Dhaka,Beck Lane 262,2024-10-21T19:34:53.328966,2024-10-21T19:42:21,2024-10-21T19:43:21,1,0.48,61.6,0,0,61.6,0,15.4,46.2,Pathao Pay,Paid,Completed
12000,874,269,11,11,Car Plus,Dhaka,Wells Avenue 534,Dhaka,Roberts Street 531,2024-12-10T09:16:45.236333,2024-12-10T09:23:36,,2,1.23,117.9,0,0,0,0,0,0,N/A,NoCharge,CancelledByAccident
12001,1348,1105,27,27,Bike,Dhaka,Brennan Bazar 571,Dhaka,Brooks Bazar 233,2024-09-07T20:31:10.198712,2024-09-07T20:37:10,2024-09-07T21:02:10,25,8.93,139.3,0,0,139.3,0,34.83,104.47,Card,Paid,Completed
12002,1085,59,14,14,Car Lite,Dhaka,Daniel Bazar 331,Dhaka,Church Street 858,2024-03-30T14:54:07.213208,2024-03-30T15:02:04,2024-03-30T15:03:04,1,0.49,61.8,0,0,61.8,0,15.45,46.35,Cash,Paid,Completed
12003,1401,712,41,41,Bike,Dhaka,Washington Avenue 536,Dhaka,Day Highway 688,2024-05-07T18:50:15.445130,2024-05-07T18:55:49,2024-05-07T19:10:49,15,5.18,91.8,0,0,91.8,0,22.95,68.85,Cash,Paid,Completed
12004,6,72,15,15,Bike,Gazipur,Moreno Bazar 213,Gazipur,Gomez Road 484,2024-11-17T09:34:40.313945,2024-11-17T09:43:15,2024-11-17T09:44:15,1,0.35,29.5,0,0,29.5,0,7.38,22.12,Pathao Pay,Paid,Completed
12005,125,957,20,20,Bike,Dhaka,Meyers Station Rd 361,Dhaka,Kennedy Station Rd 158,2024-09-25T09:37:43.085093,2024-09-25T09:46:10,2024-09-25T09:56:10,10,3.8,73,0,0,73,0,18.25,54.75,Cash,Paid,Completed
12006,1465,908,8,8,Bike,Dhaka,Garcia Access Rd 789,Dhaka,Fuller Road 657,2024-03-17T09:10:13.596351,2024-03-17T09:19:20,2024-03-17T09:29:20,10,3.58,70.8,0,0,70.8,0,17.7,53.1,Pathao Pay,Paid,Completed
12007,262,1073,36,36,Bike,Dhaka,Reese Station Rd 30,Dhaka,Mcdonald Bazar 517,2024-12-21T11:42:26.573265,2024-12-21T11:49:04,2024-12-21T11:52:04,3,0.9,37,0,0,37,0,9.25,27.75,Cash,Paid,Completed
12008,62,936,31,31,Car Lite,Dhaka,Rios Highway 607,Dhaka,Martinez Road 682,2024-05-22T07:07:53.952829,2024-05-22T07:12:40,2024-05-22T07:17:40,5,2.28,105.6,0.274,28.91,76.69,0,19.17,57.52,Cash,Paid,Completed
12009,480,905,46,46,Bike,Dhaka,Perry Bazar 284,Dhaka,Castro Access Rd 582,2024-02-27T21:45:53.251996,2024-02-27T21:54:20,2024-02-27T21:59:20,5,1.82,48.2,0,0,48.2,0,12.05,36.15,Cash,Paid,Completed
12010,1092,470,5,5,Car Lite,Sylhet,Young Avenue 898,Sylhet,Willis Avenue 191,2024-06-05T11:33:59.424475,2024-06-05T11:41:05,2024-06-05T11:53:05,12,5.61,186.2,0,0,186.2,0,46.55,139.65,Cash,Paid,Completed
12011,1048,1359,16,16,Bike,Dhaka,Washington Lane 316,Dhaka,Maddox Lane 853,2024-09-05T00:31:59.215651,2024-09-05T00:38:47,2024-09-05T01:06:47,28,8.95,142.5,0,0,142.5,0,35.62,106.88,Cash,Paid,Completed
12012,307,750,48,48,Bike,Dhaka,Davis Lane 325,Dhaka,Yates Lane 407,2024-06-08T21:36:57.401097,2024-06-08T21:44:20,,5,1.73,47.3,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
12013,292,631,47,47,Car Lite,Dhaka,Morales Road 595,Dhaka,Maddox Lane 853,2024-07-23T21:58:35.648336,2024-07-23T22:06:26,2024-07-23T22:24:26,18,8.24,250.8,0.268,67.2,183.6,0,45.9,137.7,Cash,Paid,Completed
12014,115,905,46,46,Bike,Chattogram,Fuller Street 188,Chattogram,Gonzalez Lane 524,2024-09-21T17:36:44.121508,2024-09-21T17:40:54,2024-09-21T17:42:54,2,0.66,33.6,0,0,33.6,0,8.4,25.2,Cash,Paid,Completed
12015,773,470,5,5,Car Lite,Chattogram,Ramsey Station Rd 397,Chattogram,Perry Road 875,2024-09-12T07:42:47.517781,2024-09-12T07:50:38,2024-09-12T07:54:38,4,1.74,92.8,0,0,92.8,0,23.2,69.6,Cash,Paid,Completed
12016,812,59,14,14,Car Lite,Dhaka,Garcia Lane 102,Dhaka,Perry Highway 103,2024-02-07T12:16:52.531896,2024-02-07T12:24:14,,8,4.24,150.8,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
12017,627,750,48,48,Bike,Chattogram,Torres Station Rd 677,Chattogram,Hunter Lane 646,2024-02-21T19:52:02.547690,2024-02-21T20:00:18,2024-02-21T20:38:18,38,11.93,182.3,0,0,182.3,0,45.58,136.72,Cash,Paid,Completed
12018,8,1073,36,36,Bike,Dhaka,Fernandez Access Rd 89,Dhaka,Weaver Avenue 603,2024-07-17T19:28:32.726063,2024-07-17T19:34:36,2024-07-17T19:50:36,16,5.88,99.8,0,0,99.8,0,24.95,74.85,Cash,Paid,Completed
12019,480,259,10,10,Bike,Dhaka,Woodard Street 17,Dhaka,Smith Highway 588,2024-03-13T12:54:55.003421,2024-03-13T13:02:23,2024-03-13T13:06:23,4,1.46,43.6,0,0,43.6,0,10.9,32.7,Cash,Paid,Completed
12020,1338,891,35,35,Bike,Dhaka,Wilson Street 773,Dhaka,Davis Highway 848,2024-11-03T19:38:36.421841,2024-11-03T19:43:10,2024-11-03T19:52:10,9,2.88,62.8,0,0,62.8,0,15.7,47.1,Cash,Paid,Completed
12021,484,1094,39,39,Bike,Dhaka,Taylor Street 321,Dhaka,Johnson Bazar 63,2024-02-06T08:23:38.966748,2024-02-06T08:30:39,2024-02-06T08:35:39,5,1.57,45.7,0,0,45.7,0,11.43,34.27,Cash,Paid,Completed
12022,579,1108,21,21,Bike,Dhaka,Mendez Lane 425,Dhaka,Porter Avenue 307,2024-02-03T05:50:58.706821,2024-02-03T05:55:33,2024-02-03T06:11:33,16,5.63,97.3,0.214,20.81,76.49,0,19.12,57.37,Cash,Paid,Completed
12023,220,1224,30,30,Bike,Dhaka,Martin Road 352,Dhaka,Burton Lane 843,2024-06-25T13:15:26.810605,2024-06-25T13:22:14,2024-06-25T13:29:14,7,2.4,56,0.197,11.02,44.98,0,11.24,33.74,Card,Paid,Completed
12024,1139,269,11,11,Car Plus,Dhaka,Mitchell Street 476,Dhaka,Miller Street 445,2024-04-12T03:40:54.824927,2024-04-12T03:46:36,,2,1.14,115.2,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
12025,584,1211,29,29,Bike,Dhaka,Barker Road 866,Dhaka,Hernandez Lane 634,2024-04-15T13:36:14.966835,2024-04-15T13:43:01,2024-04-15T14:08:01,25,9.37,143.7,0,0,143.7,0,35.92,107.78,Cash,Paid,Completed
12026,1396,173,1,1,Bike,Dhaka,Watson Bazar 425,Dhaka,Garcia Street 875,2024-01-21T13:44:09.114187,2024-01-21T13:50:29,2024-01-21T13:59:29,9,2.88,62.8,0,0,62.8,0,15.7,47.1,Cash,Paid,Completed
12027,473,891,35,35,Bike,Chattogram,Campbell Avenue 208,Chattogram,Love Lane 151,2024-01-01T23:41:16.856003,2024-01-01T23:48:35,2024-01-01T23:49:35,1,0.36,29.6,0.225,6.65,22.95,0,5.74,17.21,Cash,Paid,Completed
12028,574,712,41,41,Bike,Chattogram,Lopez Road 306,Chattogram,Garcia Bazar 241,2024-03-21T15:45:14.107082,2024-03-21T15:53:46,2024-03-21T15:55:46,2,0.65,33.5,0,0,33.5,0,8.38,25.12,Cash,Paid,Completed
12029,342,1211,29,29,Bike,Chattogram,Rodriguez Road 120,Chattogram,Walton Avenue 343,2024-08-04T11:27:36.090548,2024-08-04T11:35:15,2024-08-04T11:47:15,12,3.9,76,0,0,76,0,19,57,Pathao Pay,Paid,Completed
12030,598,466,44,44,Car Plus,Dhaka,Sanders Highway 513,Dhaka,Thomas Street 216,2024-02-26T11:24:12.338767,2024-02-26T11:31:27,,30,19.74,757.2,0,0,75.72,75.72,18.93,56.79,CancellationCharge,CancellationCharge,CancelledByDriver
12031,1190,1,54,54,Car Lite,Dhaka,Ray Road 416,Dhaka,Davenport Highway 275,2024-05-24T16:51:04.639314,2024-05-24T16:56:18,2024-05-24T16:59:18,3,1.34,82.8,0.108,8.96,73.84,0,18.46,55.38,Card,Paid,Completed
12032,911,905,46,46,Bike,Dhaka,Adkins Station Rd 180,Dhaka,Dalton Road 708,2024-11-03T13:04:56.003196,2024-11-03T13:10:28,,17,5.54,97.4,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
12033,1054,259,10,10,Bike,Dhaka,Wright Access Rd 360,Dhaka,Taylor Street 330,2024-12-21T03:51:34.509646,2024-12-21T03:59:31,2024-12-21T04:02:31,3,0.96,37.6,0,0,37.6,0,9.4,28.2,Cash,Paid,Completed
12034,1082,936,31,31,Car Lite,Chattogram,Mccarty Street 863,Chattogram,Johnson Lane 466,2024-11-17T14:39:39.607789,2024-11-17T14:44:59,2024-11-17T14:46:59,2,1.01,74.2,0.155,11.47,62.73,0,15.68,47.05,Cash,Paid,Completed
12035,352,72,15,15,Bike,Chattogram,Moore Highway 715,Chattogram,Silva Road 428,2024-05-27T21:00:43.447865,2024-05-27T21:09:15,2024-05-27T21:15:15,6,1.8,49,0,0,49,0,12.25,36.75,Cash,Paid,Completed
12036,391,1211,29,29,Bike,Dhaka,Griffin Highway 708,Dhaka,Mcintyre Access Rd 761,2024-11-14T15:34:29.942009,2024-11-14T15:44:37,2024-11-14T15:56:37,12,4.42,81.2,0,0,81.2,0,20.3,60.9,Cash,Paid,Completed
12037,490,1094,39,39,Bike,Dhaka,Randall Highway 519,Dhaka,Pruitt Bazar 888,2024-07-20T04:58:40.359875,2024-07-20T05:03:08,,27,10.04,152.4,0.196,29.93,0,0,0,0,N/A,NoCharge,CancelledByDriver
12038,1427,269,11,11,Car Plus,Gazipur,Cole Avenue 506,Gazipur,Navarro Highway 645,2024-04-15T11:49:27.384937,2024-04-15T11:57:03,2024-04-15T12:04:03,7,4.27,224.1,0,0,224.1,0,56.02,168.08,Pathao Pay,Paid,Completed
12039,1042,936,31,31,Car Lite,Dhaka,Sharp Avenue 329,Dhaka,Mason Road 481,2024-01-08T15:52:16.405548,2024-01-08T15:58:31,2024-01-08T17:13:31,75,29.23,784.6,0,0,784.6,0,196.15,588.45,Pathao Pay,Paid,Completed
12040,464,750,48,48,Bike,Dhaka,Macdonald Bazar 626,Dhaka,Hall Road 893,2024-09-26T14:08:01.141969,2024-09-26T14:14:27,2024-09-26T14:34:27,20,7.46,119.6,0,0,119.6,0,29.9,89.7,Pathao Pay,Paid,Completed
12041,1154,936,31,31,Car Lite,Dhaka,Mendez Lane 665,Dhaka,Smith Road 199,2024-06-23T08:47:28.178212,2024-06-23T08:55:48,2024-06-23T09:18:48,23,11.77,331.4,0,0,331.4,0,82.85,248.55,Card,Paid,Completed
12042,1206,1124,23,23,Bike,Chattogram,Johnson Access Rd 603,Chattogram,Chavez Avenue 769,2024-03-16T17:23:17.835230,2024-03-16T17:30:39,2024-03-16T17:38:39,8,3.01,63.1,0,0,63.1,0,15.78,47.32,Cash,Paid,Completed
12043,345,1124,23,23,Bike,Dhaka,Reese Lane 383,Dhaka,Cardenas Station Rd 214,2024-11-03T17:27:07.792517,2024-11-03T17:35:56,,24,7.04,119.4,0.106,12.66,0,0,0,0,N/A,NoCharge,CancelledByDriver
12044,175,936,31,31,Car Lite,Chattogram,Barnes Station Rd 651,Chattogram,Roy Avenue 55,2024-10-05T20:12:43.351036,2024-10-05T20:22:01,2024-10-05T20:26:01,4,2.44,106.8,0,0,106.8,0,26.7,80.1,Pathao Pay,Paid,Completed
12045,1048,59,14,14,Car Lite,Dhaka,Clark Station Rd 808,Dhaka,Reese Access Rd 709,2024-02-27T16:36:32.673009,2024-02-27T16:41:48,2024-02-27T17:09:48,28,14.64,398.8,0.29,115.6,283.2,0,70.8,212.4,Cash,Paid,Completed
